context,context_label,chinese,english,source_file:line
property_desc,属性描述,是否自动刷新 Explorer 路径缓存,Whether to auto-refresh Explorer path cache,addon_prefs.py:120
property_name,属性名,是否自动独立化,Auto Make Single-User,ops\outliner\outliner_convert_empty_collection.py:32
property_desc,属性描述,是否覆盖该集合子项的可见性,Whether to override the visibility of this collection's children,ops\view3d\view3d_collection_visibility.py:45
property_name,属性名,显示debug功能,Show Debug,addon_prefs.py:117; addon_prefs.py:117; addon_prefs.py:163
button_text,Operator 按钮文本,显示工具信息,Show Tool Info,ops\other\other_developer_panel_picker.py:470; ops\other\other_developer_panel_picker.py:470
property_name,属性名,显示拓扑辅助HUD,Show Topology HUD,ops\view3d\view3d_mesh_topology_hud.py:122
button_text,Operator 按钮文本,显示按钮信息,Show Button Info,ops\other\other_developer_panel_picker.py:474; ops\other\other_developer_panel_picker.py:474
draw_label,Panel 标签,显示提示,Show Tips,ops\nodetree\nodetree_convert_image_to_gradient.py:285
button_text,Operator 按钮文本,显示菜单信息,Show Menu Info,ops\other\other_developer_panel_picker.py:477; ops\other\other_developer_panel_picker.py:477
button_text,Operator 按钮文本,显示说明书,Show Manual,ops\other\other_show_manual.py:9
property_name,属性名,显示附加项,Show Advanced,ops\other\other_addon_pack.py:239
property_name,属性名,显示隐藏文件,Show Hidden,ops\filebrowser\filebrowser_file_tools.py:186
button_text,Operator 按钮文本,智能闭合循环线 (多线段),Smart Close Loop (Multi-Segment),ops\view3d\view3d_mesh_smart_close_loop.py:49
button_text,Operator 按钮文本,智能顶点组,Smart Vertex Group,menu\blender_mt_custom.py:81; menu\blender_mt_custom.py:81; ops\view3d\view3d_mesh_add_vertex_group.py:25
draw_label,Panel 标签,暂不支持,Not supported yet,utils\keymap_utils.py:105; utils\keymap_utils.py:110
report,报告消息,暂未支持的选项,Option Not Yet Supported,ops\filebrowser\filebrowser_jump_to_blender_folder.py:162; ops\filebrowser\filebrowser_jump_to_blender_folder.py:194
button_text,Operator 按钮文本,曲线节点工具,Curve Node Tools,menu\nodetree_mt.py:133
button_text,Operator 按钮文本,更多网格,More Meshes,ops\view3d\view3d_obj_import_lib_mesh.py:100
button_text,Operator 按钮文本,更好的体验,Better Experience,menu\filebrowser_mt.py:12; menu\nodetree_add_mt.py:5; menu\nodetree_mt.py:15; menu\outliner_mt.py:5; menu\sequencer_mt.py:6; menu\texteditor_mt.py:23; menu\view3d_mt.py:5; menu\view3d_mt.py:16
button_text,Operator 按钮文本,更新链接,Update Links,addon_prefs.py:32; addon_prefs.py:32
property_name,属性名,替换为,Replace With,ops\filebrowser\filebrowser_file_tools.py:36
property_name,属性名,最低版本,Min Version,ops\other\other_addon_pack.py:134
property_name,属性名,最大,Maximum,ops\other\other_object_dye_tool.py:283
property_name,属性名,最大值,Maximum,ops\view3d\view3d_mesh_filter_batch_selector.py:29
property_name,属性名,最大深度,Max Depth,ops\filebrowser\filebrowser_file_tools.py:185
property_name,属性名,最大色,Max Color,ops\other\other_object_dye_tool.py:268
property_name,属性名,最大转向角,Max Turn Angle,ops\view3d\view3d_mesh_select_nonmanifold_edge_loop.py:87
property_name,属性名,最小,Minimum,ops\other\other_object_dye_tool.py:284
property_name,属性名,最小值,Minimum,ops\view3d\view3d_mesh_filter_batch_selector.py:28
property_name,属性名,最小色,Min Color,ops\other\other_object_dye_tool.py:271
property_name,属性名,最小间距,Minimum Spacing,ops\nodetree\nodetree_color_ramp_tools.py:225
property_name,属性名,最高版本,Max Version,ops\other\other_addon_pack.py:164
report,报告消息,未在文件中找到有效的渐变预设,No valid gradient presets found in the file,ops\nodetree\nodetree_ramp_library.py:436
report,报告消息,未在选中节点中找到任何图像对象,No image objects found in selected nodes,ops\nodetree\nodetree_open_in_external_editor.py:60; ops\nodetree\nodetree_open_in_external_editor.py:142
report,报告消息,未在选中节点中找到任何图像对象！,No image objects found in selected nodes!,ops\nodetree\nodetree_open_in_external_editor.py:215; ops\nodetree\nodetree_open_in_external_editor.py:260
draw_label,Panel 标签,未找到UV，将自动生成,"No UV Found, Will Auto-Generate",ops\nodetree\nodetree_shader_bake_node.py:175
report,报告消息,未找到分离的对象，请确保选中了边线,No separated objects found; ensure edges are selected,ops\view3d\view3d_mesh_separate_edges_to_curve.py:41
draw_label,Panel 标签,未找到历史记录,No history found,ops\nodetree\nodetree_ramp_library.py:508
report,报告消息,未找到活动节点,No active node found,ops\nodetree\nodetree_shader_bake_node.py:185
draw_label,Panel 标签,未找到渐变预设,Gradient preset not found,ops\nodetree\nodetree_ramp_library.py:510
report,报告消息,未找到生成的打包文件！请查看系统控制台了解详细错误,Pack file not found! Check system console for detailed errors,ops\other\other_addon_pack.py:109
report,报告消息,未找到节点树,No node tree found,ops\nodetree\nodetree_convert_image_to_gradient.py:594
report,报告消息,未找到预设,Preset not found,ops\nodetree\nodetree_ramp_library.py:359; ops\nodetree\nodetree_ramp_library.py:379
report,报告消息,未检测到bl_info，使用默认值（可手动修改）,No bl_info detected; using defaults (editable),ops\other\other_addon_pack.py:388
report,报告消息,未检测到有效交点,No valid intersections detected,ops\view3d\view3d_mesh_intersect_edges.py:125
report,报告消息,未粘贴任何物体,Nothing was pasted,ops\view3d\view3d_obj_elements_clipboard.py:181
draw_label,Panel 标签,未设置活动相机,No active camera set,ops\other\other_active_camera_dropdown.py:64
report,报告消息,未输入任何文本,No text entered,ops\texteditor\texteditor_editing_tool.py:512
report,报告消息,未选中任何元素,No elements selected,ops\view3d\view3d_cursor_to_selected.py:133
report,报告消息,未选中任何对象,No objects selected,ops\view3d\view3d_obj_mirror.py:207; ops\view3d\view3d_parent_transform.py:187
report,报告消息,未选中任何面,No faces selected,ops\view3d\view3d_mesh_reset_local_normals.py:31
report,报告消息,未选择有效的颜色渐变节点,No valid Color Ramp node selected,ops\nodetree\nodetree_ramp_library.py:317
report,报告消息,未采样任何点,No points sampled,ops\nodetree\nodetree_convert_image_to_gradient.py:589
draw_label,Panel 标签,本插件开源免费、致力于尽可能的提升您的blender使用体验,"This add-on is free and open-source, dedicated to improving your Blender experience",addon_prefs.py:51
draw_label,Panel 标签,本插件无主要面板，插件设计思路为：,This add-on has no main panel; its design philosophy:,addon_prefs.py:9
property_name,属性名,权重,Weight,ops\view3d\view3d_mesh_add_vertex_group.py:38; ops\view3d\view3d_mesh_add_vertex_group.py:132
property_name,属性名,材质,Material,ops\view3d\view3d_mesh_custom_island_expand.py:49
property_name,属性名,材质包含,Material Contains,ops\view3d\view3d_obj_filter_batch_selector.py:238
button_text,Operator 按钮文本,材质染色工具,Material Dye Tool,ops\other\other_material_dye_tool.py:115
draw_label,Panel 标签,条件：有关键帧对象,Condition: Has Keyframed Objects,ops\view3d\view3d_obj_filter_batch_selector.py:259
button_text,Operator 按钮文本,染色,Tint,ops\nodetree\nodetree_color_ramp_tools.py:421
property_name,属性名,染色系数,Tint Factor,ops\nodetree\nodetree_color_ramp_tools.py:426
property_name,属性名,染色颜色,Tint Color,ops\nodetree\nodetree_color_ramp_tools.py:425
property_name,属性名,查找,Find,ops\filebrowser\filebrowser_file_tools.py:35
property_name,属性名,查找距离,Search Distance,ops\view3d\view3d_mesh_edge_to_face.py:16
property_name,属性名,格式版本,Schema Version,ops\other\other_addon_pack.py:149
report,报告消息,检测到 blender_manifest.toml，优先使用其配置,blender_manifest.toml detected; using its config,ops\other\other_addon_pack.py:357
property_name,属性名,模式,Mode,ops\filebrowser\filebrowser_file_tools.py:26; ops\view3d\view3d_mesh_add_vertex_group.py:128
property_desc,属性描述,模式选择：跳过的面数,Mode: number of faces to skip,ops\view3d\view3d_mesh_face_loop_select.py:50
property_desc,属性描述,模式选择：连续选中的面数,Mode: number of faces selected in a row,ops\view3d\view3d_mesh_face_loop_select.py:46
report,报告消息,模态内撤销成功,Undo succeeded in modal,ops\view3d\view3d_mesh_modal_weld.py:133
report,报告消息,模态内重做成功,Redo succeeded in modal,ops\view3d\view3d_mesh_modal_weld.py:152
draw_label,Panel 标签,欢迎加入【blender超级技术交流社】！！这里有着数百位blender插件中文开发者！,Welcome to the Blender Super Tech Club!! Hundreds of Chinese Blender add-on developers!,addon_prefs.py:58
property_name,属性名,欧拉旋转,Euler Rotation,ops\view3d\view3d_cursor_to_selected.py:116
draw_label,Panel 标签,正则与通配符同时开启，通配符优先生效,"When both regex and wildcard are enabled, wildcard takes priority",ops\view3d\view3d_mesh_filter_batch_selector.py:277; ops\view3d\view3d_obj_filter_batch_selector.py:236; ops\view3d\view3d_obj_filter_batch_selector.py:244; ops\view3d\view3d_obj_filter_batch_selector.py:257; ops\view3d\view3d_obj_filter_batch_selector.py:270
button_text,Operator 按钮文本,正向堆叠,Stack Forward,ops\sequencer\sequencer_stack_simple.py:9
draw_label,Panel 标签,正在加载...,Loading...,ops\filebrowser\filebrowser_jump_to_active_folder.py:224
report,报告消息,正在查找打包文件...,Searching for pack file...,ops\other\other_addon_pack.py:87
property_desc,属性描述,正数向 DIR1 偏移选区，负数向 DIR2 偏移选区,"Positive shifts selection toward DIR1, negative toward DIR2",ops\view3d\view3d_mesh_face_loop_select.py:38
property_desc,属性描述,正数向一侧平移选区，负数向另一侧平移,"Positive shifts selection to one side, negative to the other",ops\view3d\view3d_mesh_face_loop_select.py:42
property_desc,属性描述,正数向外扩选，负数向内收缩，0为无操作,"Positive expands outward, negative shrinks inward, 0 = no-op",ops\view3d\view3d_mesh_custom_island_expand.py:41
property_desc,属性描述,正数向设定方向扩选，负数向反方向扩选，0不扩选,"Positive expands in the set direction, negative expands opposite, 0 = no expand",ops\view3d\view3d_mesh_face_loop_select.py:34
draw_label,Panel 标签,每一位用户，都令这个免费插件计划拥有更多意义,Every user gives this free add-on project more meaning,addon_prefs.py:47
property_name,属性名,每行列数,Columns Per Row,ops\nodetree\nodetree_ramp_library.py:458
property_name,属性名,每行数量,Items Per Row,ops\nodetree\nodetree_ramp_library.py:477
button_text,Operator 按钮文本,水平翻转,Flip Horizontal,menu\nodetree_mt.py:160; menu\nodetree_mt.py:160
report,报告消息,没有可压实的片段,No strips to compact,ops\sequencer\sequencer_compact_channels.py:20
report,报告消息,没有可染色的材质,No materials to dye,ops\other\other_material_dye_tool.py:83
report,报告消息,没有找到匹配的文件,No matching files found,ops\filebrowser\filebrowser_file_tools.py:135
report,报告消息,没有找到可划分的面域！,No partitionable face regions found!,ops\view3d\view3d_mesh_select_region_by_loop.py:98
report,报告消息,没有找到开放的端点！请确保选中了线段。,No open endpoints found! Ensure line segments are selected.,ops\view3d\view3d_mesh_smart_close_loop.py:69
report,报告消息,没有找到活动相机！,No active camera found!,ops\view3d\view3d_obj_camera_background.py:65
report,报告消息,没有更多撤销记录,No more undo steps,ops\view3d\view3d_mesh_modal_weld.py:135
report,报告消息,没有更多重做记录,No more redo steps,ops\view3d\view3d_mesh_modal_weld.py:154
report,报告消息,没有活动的文本数据块,No active text data block,ops\texteditor\texteditor_editing_tool.py:108; ops\texteditor\texteditor_editing_tool.py:196; ops\texteditor\texteditor_editing_tool.py:280; ops\texteditor\texteditor_editing_tool.py:378; ops\texteditor\texteditor_editing_tool.py:433; ops\texteditor\texteditor_editing_tool.py:506; ops\texteditor\texteditor_editing_tool.py:573
report,报告消息,没有活动的网格属性！,No active mesh attribute!,ops\view3d\view3d_mesh_attribute_tool.py:43
report,报告消息,没有活动的颜色属性层！,No active color attribute layer!,ops\view3d\view3d_mesh_vertex_color_tool.py:88; ops\view3d\view3d_mesh_vertex_color_tool.py:149
report,报告消息,没有激活的节点树,No active node tree,ops\nodetree\nodetree_image_to_environment_node.py:16
report,报告消息,没有符合条件的网格/曲线物体,No matching mesh/curve objects,ops\other\other_object_dye_tool.py:309
property_desc,属性描述,没有连接任何边的顶点,Vertex not connected to any edge,ops\view3d\view3d_mesh_topology_hud.py:128
property_desc,属性描述,没有连接任何面的边,Edge not connected to any face,ops\view3d\view3d_mesh_topology_hud.py:131
report,报告消息,没有选中活动节点,No active node selected,ops\nodetree\nodetree_developer_tool.py:13
report,报告消息,没有选中的网格对象需要修复。,No selected mesh objects need fixing.,ops\view3d\view3d_fix_applied_rotation.py:321; ops\view3d\view3d_fix_applied_rotation.py:380
report,报告消息,没有选中的节点,No nodes selected,ops\nodetree\nodetree_node_tools.py:14
property_desc,属性描述,沿 Ring 方向扩选的最大步数,Maximum steps to expand along the Ring direction,ops\view3d\view3d_mesh_select_ring_edges.py:107; ops\view3d\view3d_mesh_select_ring_edges.py:243
property_name,属性名,法向,Normal,ops\view3d\view3d_mesh_custom_island_expand.py:47
property_desc,属性描述,法向骤变边：一个边连接两个法向反向的面,Normal-flip edge: an edge connecting two faces with opposing normals,ops\view3d\view3d_mesh_custom_island_expand.py:47
report,报告消息,法线已通过属性域重置 (已避开锐边标记),Normals reset via attribute domain (avoided sharp edge marks),ops\view3d\view3d_mesh_reset_local_normals.py:78
property_name,属性名,法线突变面,Normal-Flip Face,ops\view3d\view3d_mesh_topology_hud.py:158
property_desc,属性描述,活动UV岛的边缘,Edges of the active UV island,ops\view3d\view3d_mesh_custom_island_expand.py:55
property_name,属性名,浮点值,Float,ops\view3d\view3d_mesh_attribute_tool.py:7
property_name,属性名,混合模式,Blend Mode,ops\view3d\view3d_mesh_vertex_color_tool.py:18
button_text,Operator 按钮文本,添加保护 (Alt解锁),Add Protection (Alt to Unlock),ops\outliner\outliner_empty_and_lock.py:8
button_text,Operator 按钮文本,添加卡片,Add Card,ops\view3d\view3d_mesh_filter_batch_selector.py:95; ops\view3d\view3d_mesh_filter_batch_selector.py:242; ops\view3d\view3d_obj_filter_batch_selector.py:120; ops\view3d\view3d_obj_filter_batch_selector.py:221; ops\view3d\view3d_obj_filter_batch_selector.py:221
draw_label,Panel 标签,添加控制点/采样点,Add Control/Sample Point,ops\nodetree\nodetree_convert_image_to_gradient.py:270
button_text,Operator 按钮文本,添加集合,Add Collection,ops\view3d\view3d_collection_visibility.py:54; ops\view3d\view3d_collection_visibility.py:119; ops\view3d\view3d_collection_visibility.py:119
button_text,Operator 按钮文本,清理/精简色标,Clean/Simplify Stops,ops\nodetree\nodetree_color_ramp_tools.py:210
button_text,Operator 按钮文本,清理空轨道,Clean Empty Channels,menu\sequencer_mt.py:20; menu\sequencer_mt.py:20
button_text,Operator 按钮文本,清理自定义法向,Clear Custom Normals,menu\blender_mt_custom.py:171; menu\blender_mt_custom.py:171
button_text,Operator 按钮文本,清理视图着色,Clear Viewport Shading,menu\blender_mt_custom.py:170; menu\blender_mt_custom.py:170; ops\view3d\view3d_obj_clear_viewport_shading.py:8
button_text,Operator 按钮文本,清理颜色,Clear Color,ops\other\other_material_dye_tool.py:32; ops\other\other_material_dye_tool.py:133; ops\other\other_material_dye_tool.py:133; ops\other\other_object_dye_tool.py:70; ops\other\other_object_dye_tool.py:354; ops\other\other_object_dye_tool.py:354
button_text,Operator 按钮文本,清空增量变换,Clear Delta Transform,ops\view3d\view3d_parent_transform.py:94
button_text,Operator 按钮文本,清除为空集合,Clear Empty Collections,menu\outliner_mt.py:15; menu\outliner_mt.py:15; ops\outliner\outliner_convert_empty_collection.py:219
button_text,Operator 按钮文本,清除无用空物体,Clear Useless Empties,menu\outliner_mt.py:16; menu\outliner_mt.py:16; ops\outliner\outliner_convert_empty_collection.py:239
button_text,Operator 按钮文本,渐变平滑,Gradient Smooth,menu\nodetree_mt.py:122; menu\nodetree_mt.py:122
button_text,Operator 按钮文本,渐变平滑/对比,Gradient Smooth/Contrast,ops\nodetree\nodetree_color_ramp_tools.py:310
button_text,Operator 按钮文本,渐变库,Gradient Library,menu\nodetree_mt.py:125; menu\nodetree_mt.py:125; ops\nodetree\nodetree_ramp_library.py:445; ops\nodetree\nodetree_ramp_library.py:473
button_text,Operator 按钮文本,渐变染色,Gradient Tint,menu\nodetree_mt.py:123; menu\nodetree_mt.py:123
button_text,Operator 按钮文本,渐变随机,Gradient Randomize,menu\nodetree_mt.py:121; menu\nodetree_mt.py:121
property_desc,属性描述,渲染完成后打开输出目录,Open the output directory after rendering,ops\other\other_background_render.py:190
property_name,属性名,渲染帧,Render Frame,ops\other\other_background_render.py:211
property_name,属性名,渲染类型,Render Type,ops\other\other_background_render.py:167
property_name,属性名,滑动偏移,Slide Offset,ops\view3d\view3d_mesh_edge_loop_select.py:47
property_name,属性名,点数量,Point Count,ops\nodetree\nodetree_color_curve_tools.py:91
draw_label,Panel 标签,点模式选点；边/面模式选全部顶点在组内的元素,Vertex mode picks vertices; edge/face modes pick elements whose vertices are all in the group,ops\view3d\view3d_mesh_filter_batch_selector.py:278
report,报告消息,烘焙失败，无法获取烘焙结果,Bake failed; cannot retrieve bake result,ops\nodetree\nodetree_shader_bake_node.py:330
property_name,属性名,烘焙时使用设备,Bake Device,ops\nodetree\nodetree_shader_bake_node.py:135
property_name,属性名,烘焙模式,Bake Mode,ops\nodetree\nodetree_shader_bake_node.py:149
button_text,Operator 按钮文本,烘焙节点,Bake Node,ops\nodetree\nodetree_shader_bake_node.py:125
property_name,属性名,烘焙输出口,Bake Output Socket,ops\nodetree\nodetree_shader_bake_node.py:131
button_text,Operator 按钮文本,焊接共面,Weld Coplanar,ops\view3d\view3d_mesh_weld_coplanar.py:12
report,报告消息,焊接共面完成（属性层丢失，已恢复全部可见）,"Coplanar weld done (attribute layer lost, restored all visibility)",ops\view3d\view3d_mesh_weld_coplanar.py:86
button_text,Operator 按钮文本,焊接边到面,Weld Edges to Faces,ops\view3d\view3d_mesh_edge_to_face.py:11
property_name,属性名,焊接阈值,Weld Threshold,ops\view3d\view3d_mesh_weld_verts_to_edges.py:26
button_text,Operator 按钮文本,焊接顶点到边,Weld Verts to Edges,ops\view3d\view3d_mesh_weld_verts_to_edges.py:21
button_text,Operator 按钮文本,父级变换,Parent Transform,ops\view3d\view3d_parent_transform.py:201; ops\view3d\view3d_parent_transform.py:245; ops\view3d\view3d_parent_transform.py:254
property_name,属性名,版权所有,Copyright,ops\other\other_addon_pack.py:170
button_text,Operator 按钮文本,物体染色工具,Object Dye Tool,ops\other\other_object_dye_tool.py:334
button_text,Operator 按钮文本,生成 manifest,Generate Manifest,menu\developer_tools_pt.py:30; menu\developer_tools_pt.py:30; ops\other\other_addon_pack.py:130
property_name,属性名,生成批处理文件,Generate Batch Script,ops\other\other_background_render.py:188
button_text,Operator 按钮文本,生成文件树,Generate File Tree,menu\filebrowser_mt.py:38; menu\filebrowser_mt.py:38; ops\filebrowser\filebrowser_file_tools.py:181
property_desc,属性描述,生成曲线的控制点数量,Number of control points for the generated curve,ops\nodetree\nodetree_color_curve_tools.py:92
draw_label,Panel 标签,生成渐变,Generate Gradient,ops\nodetree\nodetree_convert_image_to_gradient.py:273
property_desc,属性描述,用于格式化日期时间的字符串,Format string for date/time formatting,ops\texteditor\texteditor_editing_tool.py:423
draw_label,Panel 标签,用户致谢,User Thanks,addon_prefs.py:42
property_name,属性名,用烘焙结果替换节点,Replace Node with Bake Result,ops\nodetree\nodetree_shader_bake_node.py:136
report,报告消息,画面无变化或已秒出，直接固化,No change or already fast; applying directly,ops\nodetree\nodetree_compositor_bake_node.py:163
property_desc,属性描述,留空表示全平台支持,Leave empty for all-platform support,ops\other\other_addon_pack.py:214
property_name,属性名,目标数量,Target Count,ops\nodetree\nodetree_color_ramp_tools.py:148
property_name,属性名,目标点数,Target Points,ops\nodetree\nodetree_color_curve_tools.py:520
property_name,属性名,目标色,Target Color,ops\nodetree\nodetree_ramp_library.py:457
property_name,属性名,目标颜色,Target Color,ops\view3d\view3d_obj_filter_batch_selector.py:79
property_desc,属性描述,相交的两条边都在交点处打断，并融并为同一个顶点,Both intersecting edges are split at the intersection and merged into one vertex,ops\view3d\view3d_mesh_intersect_edges.py:77
draw_label,Panel 标签,相对于世界：无父级,Relative to World: No Parent,ops\view3d\view3d_parent_transform.py:214
property_desc,属性描述,相邻环边的方向偏差超过此值则停止,Stop when adjacent ring edge direction deviation exceeds this value,ops\view3d\view3d_mesh_select_ring_edges.py:110; ops\view3d\view3d_mesh_select_ring_edges.py:146; ops\view3d\view3d_mesh_select_ring_edges.py:246
property_desc,属性描述,相邻面法线夹角大于阈值的面,Face where the angle between adjacent face normals exceeds the threshold,ops\view3d\view3d_mesh_topology_hud.py:158
property_desc,属性描述,相邻面法线夹角超过此值则停止,Stop when the angle between adjacent face normals exceeds this value,ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:81; ops\view3d\view3d_mesh_select_nonmanifold_face_loop.py:404
property_name,属性名,着色依据,Colorize By,ops\other\other_object_dye_tool.py:261
draw_label,Panel 标签,社群招新,Community Recruitment,addon_prefs.py:55
button_text,Operator 按钮文本,移动游标到所选,Cursor to Selected,ops\view3d\view3d_cursor_to_selected.py:122
button_text,Operator 按钮文本,移除空白行,Remove Empty Lines,menu\texteditor_mt.py:42; menu\texteditor_mt.py:42; ops\texteditor\texteditor_editing_tool.py:186
button_text,Operator 按钮文本,空对象转集合,Empties to Collections,menu\outliner_mt.py:13; menu\outliner_mt.py:13; ops\outliner\outliner_convert_empty_collection.py:23
property_name,属性名,空物体线框 HUD,Empty Wireframe HUD,addon_prefs.py:125; ops\view3d\view3d_empty_wireframe.py:193; ops\view3d\view3d_empty_wireframe.py:275
report,报告消息,等待生成,Waiting to generate,ops\nodetree\nodetree_compositor_bake_node.py:160
button_text,Operator 按钮文本,等距色标位置,Equal Spacing Stops,menu\nodetree_mt.py:114; menu\nodetree_mt.py:114
property_name,属性名,筛查,Filter,ops\nodetree\nodetree_ramp_library.py:456
property_name,属性名,筛查模式,Filter Mode,ops\nodetree\nodetree_ramp_library.py:453
property_desc,属性描述,筛查目标颜色,Target color for filtering,ops\nodetree\nodetree_ramp_library.py:457
property_name,属性名,筛查规则,Filter Rule,ops\view3d\view3d_obj_filter_batch_selector.py:52
button_text,Operator 按钮文本,筛选式选取,Filter-Based Selection,menu\blender_mt_custom.py:191; menu\blender_mt_custom.py:191; menu\blender_mt_custom.py:197; menu\blender_mt_custom.py:197; ops\view3d\view3d_mesh_filter_batch_selector.py:595; ops\view3d\view3d_mesh_filter_batch_selector.py:595; ops\view3d\view3d_obj_filter_batch_selector.py:448; ops\view3d\view3d_obj_filter_batch_selector.py:448
property_name,属性名,筛选规则,Filter Rule,ops\view3d\view3d_mesh_filter_batch_selector.py:25
property_desc,属性描述,简短的插件介绍,A short plugin description,ops\other\other_addon_pack.py:153
button_text,Operator 按钮文本,管理游标快照,Manage Cursor Snapshot,ops\view3d\view3d_cursor_to_selected.py:154
property_name,属性名,类型,Type,ops\view3d\view3d_obj_filter_batch_selector.py:66
report,报告消息,类型不匹配！无法合并,Type mismatch! Cannot merge,ops\view3d\view3d_obj_elements_clipboard.py:191
button_text,Operator 按钮文本,粘贴元素并选中,Paste Elements and Select,ops\view3d\view3d_obj_elements_clipboard.py:144
draw_label,Panel 标签,粘贴到目标通道:,Paste to Target Channels:,ops\nodetree\nodetree_color_curve_tools.py:333
button_text,Operator 按钮文本,粘贴并合并,Paste and Merge,menu\view3d_mt.py:22; menu\view3d_mt.py:22
button_text,Operator 按钮文本,粘贴曲线,Paste Curve,menu\nodetree_mt.py:148; menu\nodetree_mt.py:148; ops\nodetree\nodetree_color_curve_tools.py:269
button_text,Operator 按钮文本,粘贴渐变,Paste Gradient,menu\nodetree_mt.py:111; menu\nodetree_mt.py:111; ops\nodetree\nodetree_color_ramp_tools.py:485
property_name,属性名,精确边界框计算,Precise Bounding Box,ops\outliner\outliner_collection_instance.py:10
button_text,Operator 按钮文本,精简控制点,Simplify Control Points,menu\nodetree_mt.py:153; menu\nodetree_mt.py:153
button_text,Operator 按钮文本,精简点,Simplify Points,ops\nodetree\nodetree_color_curve_tools.py:510
property_name,属性名,系数,Factor,ops\nodetree\nodetree_color_ramp_tools.py:314
property_name,属性名,系统平台,Platforms,ops\other\other_addon_pack.py:213
button_text,Operator 按钮文本,纹理节点工具,Texture Node Tools,menu\nodetree_mt.py:60
property_name,属性名,组合逻辑,Combination Logic,ops\view3d\view3d_mesh_filter_batch_selector.py:88
button_text,Operator 按钮文本,细分控制点,Subdivide Control Points,menu\nodetree_mt.py:154; menu\nodetree_mt.py:154; ops\nodetree\nodetree_color_curve_tools.py:646
property_name,属性名,细分等级,Subdivision Level,ops\nodetree\nodetree_color_curve_tools.py:650
property_name,属性名,结束帧,End Frame,ops\other\other_background_render.py:180; ops\other\other_background_render.py:215
property_name,属性名,结束帧≤,End Frame <=,ops\view3d\view3d_obj_filter_batch_selector.py:262
property_desc,属性描述,绘制时带遮挡关系,Draw with occlusion,ops\view3d\view3d_mesh_topology_hud.py:122; ops\view3d\view3d_mesh_topology_hud.py:124
property_name,属性名,绘制深度,Draw Depth,ops\view3d\view3d_mesh_topology_hud.py:124
property_desc,属性描述,给插件取一个朗朗上口的名称吧,Give the plugin a catchy name,ops\other\other_addon_pack.py:147
property_name,属性名,维护人员,Maintainer,ops\other\other_addon_pack.py:143
property_name,属性名,编号位数,Padding Digits,ops\filebrowser\filebrowser_file_tools.py:45
property_name,属性名,编辑模式,Edit Mode,ops\view3d\view3d_mesh_add_vertex_group.py:30
property_name,属性名,缝合边,Seam,ops\view3d\view3d_mesh_custom_island_expand.py:51; ops\view3d\view3d_mesh_custom_island_expand.py:51
button_text,Operator 按钮文本,缩放,Scale,ops\view3d\view3d_parent_transform.py:223; ops\view3d\view3d_parent_transform.py:223
report,报告消息,网格没有面，无法进行融并操作,Mesh has no faces; cannot weld,ops\view3d\view3d_mesh_modal_weld.py:50
button_text,Operator 按钮文本,网格边界框调整,Mesh Bounding Box Adjust,ops\view3d\view3d_edit_bbox.py:156
button_text,Operator 按钮文本,网格高级选择器,Mesh Advanced Selector,ops\view3d\view3d_mesh_filter_batch_selector.py:158
property_name,属性名,网络,Network,ops\other\other_addon_pack.py:221
draw_label,Panel 标签,群里没有【大佬/萌新】的身份标签，只有代码和逻辑说话,No master/beginner labels here — only code and logic speak,addon_prefs.py:64
button_text,Operator 按钮文本,翻转位置,Flip Positions,ops\nodetree\nodetree_color_ramp_tools.py:49
button_text,Operator 按钮文本,翻转色标位置,Flip Stop Positions,menu\nodetree_mt.py:113; menu\nodetree_mt.py:113
property_name,属性名,背景色,Background Color,ops\nodetree\nodetree_shader_bake_node.py:141
property_desc,属性描述,自动复用场景中已存在的同名材质和节点树,Auto-reuse existing materials and node trees with the same name in the scene,ops\view3d\view3d_obj_import_lib_mesh.py:20
property_name,属性名,自动更新,Auto Update,addon_prefs.py:120
button_text,Operator 按钮文本,自动查找并添加AOV,Auto Find & Add AOVs,ops\other\nodetree_aov_rescan.py:19
draw_label,Panel 标签,自动采样生成,Auto Sample Generation,ops\nodetree\nodetree_convert_image_to_gradient.py:281
button_text,Operator 按钮文本,自定义孤岛扩选,Custom Island Expand,menu\blender_mt_custom.py:39; menu\blender_mt_custom.py:39; ops\view3d\view3d_mesh_custom_island_expand.py:28
property_name,属性名,自定义路径,Custom Path,ops\other\other_background_render.py:185
property_desc,属性描述,自定义输出路径,Custom output path,ops\other\other_background_render.py:185
report,报告消息,色标最大支持32个，当前色标过多,Color ramp supports max 32 stops; too many currently,ops\nodetree\nodetree_color_ramp_tools.py:89
button_text,Operator 按钮文本,色标清理,Stop Cleanup,menu\nodetree_mt.py:119; menu\nodetree_mt.py:119
button_text,Operator 按钮文本,色标重采样,Stop Resample,menu\nodetree_mt.py:118; menu\nodetree_mt.py:118; ops\nodetree\nodetree_color_ramp_tools.py:144
report,报告消息,节点上未找到图像数据。,No image data found on node.,ops\nodetree\nodetree_preview_selected_image.py:151
property_name,属性名,节点包含,Node Contains,ops\view3d\view3d_obj_filter_batch_selector.py:264
draw_label,Panel 标签,节点编辑器界面，新增【图像】【渐变】【曲线】相关节点工具至标题栏,Node Editor: adds Image/Gradient/Curve tools to the header,addon_prefs.py:18
